,Text,Label
1746,"metroda bile çektiğini söyleyen turkcell'e çıkıp ""hacı hangi metroysa o söyle bizde binelim."" demek istiyorum.",2
1747,özümle 47dk 13 snye konuştuk turkcell bize dua ediyodur şimdi :d,2
1748,#turkcell bilgi mesajları b.kunu çıkardı ama gece gecede bu kadar yüklenilmez ki...,2
1749,küstüm lan turkcell'e ben onun mesajına cevap verdim o ise hatalısın dio çok o.ç bu turkcell :d küstüm işteee :d,2
1750,#bukutudanevar  yayında inanılmaz vizilti var..teknik masa..lütfen çözün.....,2
1751,#turkcell wc'deki çekim gücünle beni ergene bağlatacaksın yani bunu diyorum benden kork.,2
1752,#turkcell #vodafone #avea turkcell gold plus paketine alternatif arıyorum arkadaşlar. lütfen yardımcı olun :) #turkcell 'den bıktım.,2
1753,mesajsa turkcell'dir arayansa annemdir.,2
1754,klasik bir  vakası... hattınıza tl yükledikten sonra kampanya öneri bombardımanı...,2
1755,#turkcell her yerde 4 çeker diye hava atma hala kinaliada açıklarında çekmiyor telefon,2
1756,bu turkcell den yediğim 3. kazık hala reklam yapıyorlar bide kaliteli iletisim diye.. stoklarından bile haberi olmayan kurum yazık size!!!,2
1757,00.00'da mesaj atacam salak ne kadar sevinecek.  -turkcell,2
1758,sabah sabah faturasini gorunce sasiran birtek ben degilim degil mi? turkcell nerenden sisiriyosun su faturayi lan allahsiz :/,2
1759,"ya birakin su kampanya ayaklarini da 3g'nizi, istanbulun merkezinde telinizin cekmemesi sorunlarina yonelin!",2
1760,diye bir nick üzerinden gelen şikayetlere bile ancak 7 gün dayanabildi  in takip ettiği yöneticiler,2
1761,"istanbulda  nın çekim problemi yok,  1 gb 3g internet 14 lira, türkcell ve vodafonun yarı fiyatı bile değil",2
1762,lanet olası turkcell 2gün faturayı geç ödesek ölecek hemen kapat hattı aramalara allahım ya :,2
1763,ahh be canım ben senin superonline alacağını bilseydim kesin sana engel olurdum o adil kullanım koşulları yüzünden kardeşim,2
1764,bu turkcell tam bi serefsizz heryerden bindiriyorlar yuhh yaa!,2
1765,turkcell ile yollarımızı ayırdık.turkcell e hayatta başarılar. hayatı paylaşmama izin vermediler. bende yolları ayırdım.,2
1766,milleti kandırmayın lannn :turkcell+vodafone+avea ayaginizi denk alınnn ;),2
1767,mecidiyeköy'de edge. asmalı'da edge. taksim göbeği 18. katta arşta yine edge. bazen çok canımı sıkıyorsun #turkcell,2
1768,bunca yıllık turkcell kullanıcısıyım beni hiç bulmuyor böyle şeyler!,2
1769,vallahi gizlice çakallık yapmasına gerek yok turkcell açık açık sömürüyor zaten bizi:d,2
1770,lanet olsun turkcell özel hizmet merkezi. gecen gün yazdıgım iyi seyleri geri aliyorum.,2
1771,"iphone 4s reklamında sadece kameraya dikkat çekmesi,sanki iphone başka bir işe yaramıyormuş havası veriyor.beceriksiz bi reklam",2
1772,bir haftadir gezdigim 4. turkcel timdeym kimse modem teslimi almaya yanasmiyor beceremiyor ve istemiyolar...adami cildirttilar,2
1773,i̇nternetim tarihinde hiç bu kadar yavaşlama görmemişti! sağol superonline gözlerinden öpüyorum!...,2
1774,"ne yapsam istek gecersizdir diyo twitter, sokucam once twitter a sonra turkcell e",2
1775,hayat paylaşinca güzel ama si̇z hakli olduğum halde hattimi kapattiniz hayati paylaşamiyorum sayeni̇zde,2
1776,#hayatpaylasincaguzel 3g m calismiyor turkcell duy beni,2
1777,bu turkcell artık ne yapacağını şaşırdı abi her kontör yüklediğin an paket olmadığı halde yenilediği şeyler var,2
1778,lan türksel şu saçma salak genc kafası at kafası kampanya reklamlarının mesajlarını atmayı kes!,2
1779,siyavuspasa mah. yaprak sok.bahcelievler'de ki tum musterilerinizin hatlarinin sadece pencere yanlarinda cektigini biliyor musunuz,2
1780,#uydunet bu ay turkcell faturamı sen öde mümkünse... iki gündür ne tv var ne internet... turkcell e eğilmek zorunda kalıyoruz sayende....,2
1781,nedir sizin tarife cozemezlerse 2 gunde 96 dan beri    olan hattimi tasiycam artik,2
1782,turkcell bana mesaj atti cunku seni aldatiyorr :d,2
1783,reklamlarınızdan nefret ediyorum,2
1784,burdan türkcell e acayip sallayası olanlar kulübü:),2
1785,"olabilir valla ama benimki turkcell, burada baz istasyonu bile yok. yani uzak..",2
1786,artık yeter. çekmiyor telefonum. sertab erener'i corluya yollayın bakalım 4 çeker olacak mı????,2
1787,"bu türksel millete hediye tl veriyo, benden hediye tl çalıyo bu nebe..  tl lerim konusmadan bitiyo..",2
1788,oc turkcell,2
1789,o degil de internet paketim bitti ayıp sana tcell,2
1790,135 gündür hattıma tl yüklemyiormuşum. ben fakirim turkcell affet.,2
1791,bu saatte telefon faturası mı gönderilir be turkcell? ben şimdi nasıl huzurla uyuyacağım?,2
1792,taksim'in göbeğinde the marmara'nın 19. katında 3g yok iyimi.. mac ziyan oldu valla .. mobil tv alacakmışım seyredemedikten sonra,2
1793,telefonumun interneti o kadar ezik ki beni bu hallere dusuren turkcell'e ne kadar sovsem azdir.,2
1794,"dudullu'nun gobeginde #turkcell edge ile baglaniyor, 4 ceksin diye daga mi cikmamiz lazim anlamadim ki",2
1795,ne zaman bu telefonlar makul fiyata elimize gececek?hem 24 ay taahut hemde dunyanin faturasi odeniyor.biz mi cok safiz acaba?,2
1796,duy bunu superonline japonyada 83mbps internet 60usd ve limitsiz! kotasız!,2
1797,depremzede nin yanındayız deyip sormadan ertelediginiz faturayı topluca geçirdiniz turkcell'e bağlandık hayata,2
1798,lanet olsun metroda çekmeyen turkcell'e o zaman :),2
1799,sebepsiz yere hattımı aramaya kapattı... 8 ay önce verdiğim evrak fotokopisini tekrar istiyor.. günümüz derebeyi.. lanet adamlar..,2
1800,ilişkiler karşılıklı olmalı :))1 hafta süre karşılık almazsamsilerim seni ...:),2
1801,yine bütün ti̇mlerin yepyeni tabelaları değişiyor. bu ne israf ya vergiden mi düşüyorsunuz napıyorsunuz ? anlamadım,2
1802,paket aşım ücreti tarifene tüküreyim #turkcell,2
1803,seni seviyorum dit dit diritdit senden nefret ediyorum -turkcell degistirir,2
1804,belki de de ilk kez size sonuna kadar katılıyorm.turkcell acun ortaklığı ne?bütün gece 5 dakkada birturkcell reklamı yayınlanıyr,2
1805,tatlım senin hattın turkcell değil mi? ben gene sömürüldüm mesaj atarken :d,2
1806,2007 den beri türkcell'liyim ortalama her ay 120 liralık kontör harcamam vardı. son faturam 167 tl fakat bir cellocan takkem bile yok :(,2
1807,ozmnn turkcell cok eslilikten yana..,2
1808,turkcell kılım sana.ne yaparsan yap ekmek yok sana,2
1809,""" hepsi ayni bunlarin, biz de trkcll superonline ile kavga edip iptal ettirdik. isik hizinda rezaletti!!#turktelekomyeterarama""",2
1810,#turkcell bu ay ki giderlerini bugun benden carptigi paralarla yapacakmis.,2
1811,superonline ?net baglatmak için yeni eve tasındık ve net yok turkcellden mi alsam ama cekme sorunu vs?,2
1812,neden durduk yere kontorlerimi yiyosun ki turkcell?,2
1813,turkcell efendıde 10 maılden fazlası yok ben temız kuracam bır bıs servısı ama getırısı yok :) olsa tukkanı alırım :)),2
1814,"o da var ama dominos çok düzenliydi, belli saatlerde atardi, turkcell işi düşünce atiyor :d",2
1815,küstüm #turkcell.,2
1816,bu ay turkcell faturamda kendi rekorumu kırdım heyoooo (ölçü kullanmak gerekirse de: kol gibi ....dıt dıt dırıt dıt.,2
1817,kommensalizme ornek:  ve ben. turkcell yararlanirken benim bişeyden etkilendiğim yok.mutualizmi avea ile deneme karari aldim.,2
1818,turkcelli kiniyorum ipad icin yapmis oldugunuz kampanyanin sadece faturali hatlar icin gecerli olmasi kadar sacma bi durum olamaz!,2
1819,dogru bilgiyi alabilmek icin ne yapmam lazim illa kavga illa siddet off turkcell offf !!!!!,2
1820,ben 3 yıldır turkcell kullanıyorum faturamın sabıt fıyatı 80 lira ama hiç 100 un altına ınmıyor. al reyis 2000 dk vodafone mis:),2
1821,kanyon turkcell derki turkcell müşteri hizmetleri yetkili değil. onlar size soylemiş olabilir ama gecersiz !,2
1822,bütün turkcellilerde hayat paylaşınca güzel çalıyor.. hoşuma giden müzikten midem bulanmaya başladı sanki :))),2
1823,acaba turkcell kullanmayı bırakan 819.000 kişi bu şikecıler mı? :)),2
1824,saygı değer sevgilim  beni hep sen arıyorsun msj atıyorsun. senden başka soranım yok fakat isteklerin çok oldu ama...,2
1825,nedir senin bu turkcell den cektigin.........,2
1826,#turkcellesavasimvar haksız kazanç elde ettiklerini dava 10 sene sürse kanıtlayacağım ve emsal teşkil etmesini sağlayacağım turkcell duy,2
1827,#turkcell çık hayatımdan.,2
1828,turkcell in faturalandırma sistemi = kime ne tutturursan sistemi..!!!,2
1829,turkcell partner 20 gunfur cvp vermiyor? oyalıyor? tv projem var neden ilgilenmiyorsunuz?,2
1830,sana attigim msjlar gelmiyi turkcel bizi sevmii :d,2
1831,avea ya bak sen turkcell ı ne hale sokmus bunlar yuklu tazmınat odemek ıstıyor bellı oldu artık :):) :),2
1832,paylaşmak güzeldir diyen turkcell'e söylüyorum;senin hoşuna gidebilir ama her ay eşimin seninle maaşını paylaşması bana hiçte güzel gelmiyor,2
1833,sen beni delirtirsin turkcell,2
1834,bu turkcell'de iyice uçtu. yok 20 yükle 120 al 40 yükle 400 al hesaplamalarıma göre 30bin tl yüklesem şirketi...,2
1835,"bu turkcell varya....100 dk konusma hakki verdi,selenle 10 sn konustuk 5 dakikası coktan gitti nasıl is anlamadiim.",2
1836,"elektro wortt ,azina siçsin turksel t20  senin emii kakaldınız lan bana bu çöpü((",2
1837,o.ç.   ne oldu? 8 günde 10bin  çisi korkuttu mu seni?,2
1838,"kazanmayalim diye yapilan, bitmesine ramak kala duyurulan kampanya. herseyi sms atarken, buna dair sifir sms",2
1839,"ttneti bilmiyorum ama, superonline'nin servis hizmeti cok ama cok kotuuu",2
1840,bu arada süperonline internet 50 gb downloaddan sonra hızınıı 10 mbt ten 1 mbt e düşürüyomuş.haberiniz ola.sınırsız diye gaza gelmeyin.,2
1841,#osesturkiye hol. the voice'daki vodafone red roomdan sonra #turkcell 'in sarı odası pek bir şahsiyetsiz kalmış.#acun,2
1842,"#turkcell #avea ariköy sitesi akkavak sokak no 11 uskumruköy sariyer'de telefon cekmiyo, 1 aydir ariyorum sizi bi vericiyi tamir edemediniz",2
1843,biliyorum o mesaj attı ve sen sırf kıllık olsun diye bana iletmedin piç turkcell.,2
1844,oyle cevap yazdim tcell'e.size ihtiyacim yok diye.,2
1845,"türkcell hizmetlerini arıyorum,mesaj bırakıyorum her nedense bir türlü geri dönmüyorlar.....turkcell....duyurulur..",2
1846,12yıldır trcell faturalı hat kullanıyorm ama 6 aylık fatura toplamı 250tl geçmediğnden sözleşmeli telefon alamıyorm.müşt. politikanızın a.q,2
1847,lanet olsun turkcell kazikcinin tekisin.,2
1848,film ızlıyordumm :( görmedim ve suan sinirlıyım turkcell oyalıyor hep beni,2
1849,#turkcell seni allah'a havale ediyorum.,2
1850,o.ç. turkcell 0.facebok'dan para alıyo.,2
1851,"seviyorsan gel konus,surekli mesaj atıp durma. abaza mısın nesin",2
1852,yok dava acmam terk ederim,2
1853,mesaj atıyosun turkcell tamam onu anladıkta niye bi mesajı 2345678987654567890987656789 kere atıyosun henüz anlamış değilim????????******,2
1854,merhabalar kayseri pınarbaşı ilçesinde yaklaşık 3 saattir servis yok,2
1855,"sozlesmesini yaptiginiz aramadiginiz , aramalarina donmediginiz aboneleriniz dahil mi buna",2
1856,bu turkcell'deki kadinin turk aksaniyla ingiliz ingilizcesi konusma cabasina hastayim ya. british senin neyine kardej?,2
1857,bi umut açıyorum ya mesajlarını yazıklar olsun sana da bana da turkcell.,2
1858,serdar erener ülkenin eniyi reklamcılarından biriymiş bunu 800000 in üzerinde müşterisi kaçana sormak lazım hata türkcell in kalitesinde mi?,2
1859,hala çok pahalısınız,2
1860,"hemde çok severek. ağzından,burnundan tükürükler çıkan bir avukat ile birlikte. ee nede olsa hayat paylaşınca güzel !!",2
1861,coca cola ve turkcell reklamları sayesinde herkes fenafillah olucak :d,2
1862,0532 li bir numaradan aramanın nedeni ne turkcell? o kadar öksürüp sesimi açmıştım. cani!,2
1863,"oha çok iyi de, turkcell'in bahsettiği fiyat bunun çok üzerindeydi..",2
1864,eğer hattınız turkcell ise yalnız değilsiniz demektir. yoksa hergün düzenli olarak kim mesaj gönderir.,2
1865,bu oçe turkcell mesaj hakkı talebimi aldı ama cevap vermiyoo :(,2
1866,internet paketim oldugu halde internete giremiyorum allahin belasi turkcell yaptigin ayip amina korum senin kasar tutmayin beni sinirlendim,2
1867,ipohe 4 üm ile alakalı turkcell ve genpa ile büyük sıkıntılarım var. nasıl çözüm bulabiliriz?,2
1868,#turkcell kampanyaları içerisndeki süpriz fatura #hayattansogutanseyler den biri olarak değerlendiriyorum konudan müzdarip varmı?,2
1869,bundan daha guzel bir haber olamaz! turkcell'in baz istasyonu sokuluyor! sukurler olsun! her kimin emegi varsa binlerce kez tesekkurler:)))),2
1870,"kişiyi sesiyle algılama olayı ne komik. az önce 3 defa ""turkcell beni sesimden tanır."" demek zorunda kaldım.",2
1871,bir şarkının tek bir sözünü hatırlamayıp yine de o şarkıdan ve operatörden nefret edilir mi evet kubat ve turkcell den bahsediyorum ıykk,2
1872,#parasineyseverelimde şu kubatın olduğu turkcell reklamları bi kalksın,2
1873,bende turkcell'liyim ama bende bu sevdadan gram yok :s,2
1874,benimde cok yedi turksel ya iptal ettigim servisleri tekrar actilar filan simdi vodafonedayim gayet iyi hic sorun yasamadim,2
1875,// 4 ay önce aldığım telefonum sonunda bozuldu... bu kadar dayanması bile mucize... teşekkürler turkcell!!!,2
1876,müzik dinlerken sakin sakin arkadan birden şaaart yoook şuuurrrt yoook diye reklama başlayan turkcell ve zaytung. bsg.,2
1877,"kimse seneye görüşürüz esprisi yapmıyo derken,aranan kan bulundu: ""demin sms yaptım seneye kadar kullanıcam,turkcell'i fena kazıkladım.""",2
1878,"yaaa sızın nsl bır alt yapınız var anlamadımmm,hattım kapalıııııııı heyooo size dıyorummm bır çözümmmmm",2
1879,boşu boşuna tl mi yiyo bu turkcell ! fck,2
1880,"bugun aradigim butun turkcell'lilerin telefonunda telesekreter cikmasi ama hepsinin buna sasirmasi, bir tur turkcell gocugu degil de nedir?",2
1881,bu da alana kadar müşterimsin sonra ne halin varsa gör diyen bir anlayış vee numara taşıma numaralarına dikkat!!,2
1882,elveda turkcell. yarın seni terk ediyorum.,2
1883,turkcell yönetiminden biriyle konuştum bana kamu gibi alınıyor kararlar demişti...,2
1884,sabahtan beri turkcell müşteri hizmetleriyle kanka oldum amk o oraya bağlıyo o oraya hal kalmadı zaten çalışcak :d,2
1885,internet pktm bittti yeniden yaptım  cok pahalı ya hiç öğrenciyi düşünmüyo :),2
1886,"#turkcell basinköyde ""0"" çeker!!! hayat paylaşına güzelmiş hepsi yalan!!",2
1887,bugun 532 yani turkcell musteri hizmetlerinin beni 5. aramasi bilgisayar takildi kaldi sanirim otomatige bagladi imdatt,2
1888,vodafone cepnet and turkcell vınn kamu :(,2
1889,bu gece 23:59 da mesaj atıyımda sevdiginden sansın gerizekalı  -turkcell,2
1890,git allasen yillarimi turkcell'e verdim birak spayi sipa bile vermediler,2
1891,i̇nternet paketimin bytelari yerinde sayıyor insallah turkcell sonunda öpmez beni :),2
1892,"2-turkcell gibi cep tel.servis sağlıyacaları ortadan kalkacak,uydulardan direk internet ağı ile skype ve benzeri uygulamalar &gt;&gt;&gt;",2
1893,kimselere vermediğim diğer numaramı vereyim ben sana ordan şaapalım turkcell'in boku çıktı zaten.,2
1894,ben aveaya geçtim tcell çok olmaya başlamıştı bu arada nasılsın =),2
1895,kubatin sesiyle katkida bulundugu igrenc turkcell reklami kaldrilsin .,2
1896,oha saçmalığa bak ya #turkcell internet paketi icin iki kere ücret aldı ve sadece biri yüklenmiş,2
1897,"bu twitten sonra hiç dönmeyecekler ama dönmesinler,turkcell'e aylar oldu başvuralı,hiç başvurmayanı turkcell'e aldılar,bana hala dönmediler!",2
1898,kubat lı turkcell reklamı nasıl mı? b.k gibi o kadar nefret ediyorum ki çıktığı gb kapatıyorum.. syn ciliv sen böle hatalar yapmazdın ama!,2
1899,kullanan müşterilerine yönelik avantajlr sunmuyor.turkcell bu satış ve pazarlama yöntemleriyle devam ederse eski müşterilerini kaybedebilir!,2
1900,soru:turksel win dan memnun olan bi̇r allahin kulu varmi ? cevap :var  ki̇m lan o ? cevap: turkseli̇n patronu belki̇ di̇kkati̇ni̇ çeker,2
1901,"bu  in benle alıp veremedigi nedir ? i̇s yerimde çekmez evimde çekmez. bide bangir bangir reklam yapar hd ses kalitesi diye, palavra",2
1902,evde telefonum çekmediğini anlatmak için mail attım. aradık sizi ulaşamadık diye cevap geldi:),2
1903,mesaj beklediğinde sürekli telefon titriyor gibi hissedersin. ve sonunda titrer 1 yeni mesaj: banka/turkcell #buboyledir,2
1904,"avea 'ya sadece buradan bi yazı yazdım anında telefonla ulastılar :)))) kıskan , çatla , patla   !!",2
1905,36 saat geçti hala bekliyorum aranmayı illa 48 saat olması gereklimi çözüm merkezinin bana dönüş yapması için çok merak ettim !?!?,2
1906,sarj aletimi is yerinde unuttum. avea'min sms'i bitti. yedek hat turkcell'e attirdigim 20 tl de gelmedi. ortada kalakaldim.,2
1907,bana msj atan da yok ama tcell ne biliyim sikindiri boktan giysi firmaları falan filan çook yalnızımmm :( :p,2
1908,"kamil koç bi kampanya yapmış aç turkcell ile beraber tam bir saçmalık.vay efenim yüzde 10 koltukta geçerli,yolkartsız kullanılamıyo bu ne ya",2
1909,"""10 mb limitsiz"" internet bağlantsına kota koyan zihniyeti kınıyorum  #superonline",2
1910,sabahtan beri beni arıyorsun...ne istiyorsun?,2
1911,"beş gündür turkcell'den mesaj gelmiyordu... bugün "" seni çok özledim turkcell "" yazıp 2222'e gönderdim. - "" kontör...",2
1912,seni ben i̇stanbul'un bütün semtlerinde edge çekmeyi başarasın diye mi sevdim ey  ?!,2
1913,"00:00 da turkselden mesaj geldi *llah belani versin turksel -,-",2
1914,turkcell cekmiyormu yani,2
1915,turkcell yerine ben mesaj atıcaktım ama fazla ilgiden soğursun dıye atmadım.,2
1916,"aman bunu da hizmet diye satar #turkcell ""hayat rahatsız edilmeyince güzel"" deyip yansıtır faturaya.",2
1917,ondan önce seninle bi turkcell hattan konuşmamız gereek geçen gün senle mesajlaştıktan sonra bütün kontrlerim bitti :d,2
1918,internet basvurusu yaparken adil kullanim koşullarını bildirmeyip kota dolumunda mail atan superonline tebrikler!!!,2
1919,"çünkü, #superonline bu hız testi veren saçma sapan sitelerle bir şekilde bağlantılı olabilir. bu sitelerde hızınız yuksek gmrünebilir.",2
1920,"&gt;&gt;faturala, müsteri uyanık cıkıp hakkında ısrar ederse uzatmadan faturadan düş. ben uzatmadaım, cunku türkiye'de artık &gt;&gt;",2
1921,medyada yer alan 'olumsuz haberler klasörünün' turkcell genel müdürü süreyya ciliv'e gösterilmediğini düşünüyorum ciddi ciddi,2
1922,konturum olmadiginda turkcell in bana msg atmasi bile insani uzuyo lan.tl yuklede bizde kurtulalim gibi gunde 5defa...,2
1923,noturkcell vodafone avea :),2
1924,"neyse demin sessiz telefondan, sesli telefona geçtik :)",2
1925,bir e-posta ayari yapamayan turkcell'in ben ......,2
1926,-i̇yi günler biz turkcell'den arıyoruz hakan uçarla mı görüşüyorum-hayır ben değilim-şöyle bi kampanyamız ıııhhhhıggıı ben daha sonra ulaşsam,2
1927,i̇nternet aracılığıyla açılan hiçbir uygulamayı kullanmadığıma rağmen o bahaneyle her dakika bir kuruşumu söğüşlediğin için tşk(.d) turkcell,2
1928,i̇ki sattir telefonuma msj gelip duruyo her seferinde turkcell oluyo ama bende her seferinde heyecanlanıyorum bundan sonrakine bakmıycam .p,2
1929,ön ödemede değil cekim gücünde sorun. hayat cam kenarında telefonla konuşurken guzel,2
1930,o kadr çok konuşnca turkcell kesiyo :d tabiki uyuyamazdık zaten uyumuştuk kamera karşısında çokta uykumuz yoktu,2
1931,bihter'cim bu cumartesi parandan kesicem haberin olsun. zira sana attığım sms'in haddi hesabı yok. turkcell bu ay beni öpecek. :),2
1932,paylaşınca ne çoğalıyoo amip miyiz biz neyiz senin gözünde turkcell,2
1933,allah belanı versinnn .,2
1934,bugün tam 23 kez arayan superonline  derdin ne anlayabilsem,2
1935,bu turkcell kafayi yemis 7 gun sonra bitecek olan paketim icin neden simdiden mesaj atiyorsun kardesim.,2
1936,“   müşterilerinizi cekim gücünüz gibi kaybedeceksiniz... #turkcellcekimgucu” #ff,2
1937,"sosyal medyadan serkan bey ile görüştüm, lütfen türkçe' yi iyi telaffuz eden diksiyonu düzgün bir kişi arayabilir mi?",2
1938,maalesef turkcell sorunumu çözemiyor ben bir süreliğine i̇srail'de olacağım,2
1939,sayın ciliv bulunuduğum yerde turkcell çekmiyor. reyhanlı hataydan yazıyorum. telefonla konuşmak bizim için eziyet oluyor.,2
1940,doğumgünümde bana en güzel hediyeyi vererek telefonumu bloklayan turkcell'e sonsuz teşekkürler.,2
1941,meğerse hesabını çalanlar beni de kazıklamışlar 84+84= 168 tl kazık girmiş oldu faturama ve turkcell bu konutyla ilgili,2
1942,"profesyoneller kulubune girin ama ne bi bilgilendirme gelsin, ne sifre gelsin. prof olduk sozde. hani sifrem?? neyden yararlancam?",2
1943,numaramı degıstırıcem yoksa ıstemem yanı bılıyosun turkcell. paylas benımle tl lerını #hayatpaylasincaguzel,2
1944,allah belasını versın:)))))))))),2
1945,#keske turkcell 2 ve 3 gb internet paketlerini de hizmete sunsa da bende limitimi doldurdugum ve eknet de alamadigim icin magdur olmasam!!!,2
1946,"arayin dedi, tam 1 saat 10 dk çağrı merkezindeki arkadaş ile konuştum, bana kontör transferlerinin ücretlendirildiği söylendi",2
1947,bu turkcell kadar da işgüzarını görmedim,2
1948,"beni kazık yemekten bitap hale dusuren turkcell amca,bana bu ay heryone 100 dk ve 300 sms verdi.sagolsun varolsun.",2
1949,turkcell benden habersiz numaramı vodofonedan turkcelle taşımız sonra numaramı başka birine vermiş o.ç'ler dava açıcam ibneler:d,2
1950,birini aradigimda 'sinyal sesinden sonra mesaj birakiniz'i duyduktan hemen sonra gelen mesaj turkcell'in sapik oldugu izlenimi uyandiriyor.,2
1951,i̇ki gündür aynı saatte telefonumun bağlantısı komple gidiyor vs...sıkıntı oluyor.canımı sıkma turkcell!şuanda 3g yok meselâ!,2
1952,#parasineyseverelimde şu turkcell reklamlarından kurtulalım be hacı !,2
1953,daha demın benı turkcell aradı askım dıyorum ınanmıyorsunuz mesajlarla yetınemedı bıtanem. mesajla heycanlandırmayı gec arıyor pıc,2
1954,ya ben artık yorum yapmıyorum zaten turkcell de msj atıp duruyo mercimek köftesi yapıcam ben cumartesiye hazırlanmam lazım :d,2
1955,"senden degil iphone, patates almam artik",2
1956,ödemeli aramlari cevaplayip haberiniz olmadan odediginiz 29krş larin  talep ettiginizde geri odenecegini biliyor muydunuz? bilin.,2
1957,"sayın genel müdür, ben bir turkcell kullanıcısıyım. hatay reyhanlı da yaşamaktayım. bulunduğumuz yerde malesef turkcell",2
1958,iyi. hıh. turkcel bulamadım :d,2
1959,"#hayattansogutanseyler her şey süper hızlıyken bir sürü download yaparken superonline'dan ""adil kullanım kotanızın..."" maili gelmesi. piçler",2
1960,yine mi turkcell reklamı :d,2
1961,turkcell gibi fiyat çekecekseniz hiç getirmeyin.,2
1962,kendimi hiç bu kdar yalnız hissetmemiştim ne reyhan ne turkcell mesaj attı 12 saat içinde,2
1963,turkcell'e sor deki alihanın mesaj paketini neden bitirdiniz?,2
1964,"kesin olan birşey var, turkcell ve ekibinin bulaştığı tüm işlerden nefret ediyorum! fi̇zy'nin içine etmişler maşallah...",2
1965,hatların da sürekli kesilmesi tcell göçügu mü yoksa iphone kazığı mı onu daha çözemedim! ama kabus bağlantılar!!,2
1966,ay aynısı başıma geldi yaaaa...az önce yazdım hatta tcell yurtdışı internette fena kazıklıyo diye:/,2
1967,"“ ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan turkcell'dir.   #buboyledir”",2
1968,twitter'ın güzin ablası oldunuz. ben de turkcell den şikayetçiyim. 2 aydır sorunumuzu gidermediler dikkat! gideremediler değil!,2
1969,ilk defa turkcell i kazıkladım ahhahaha,2
1970,4 dakıka oldu hala beklıyorum... cıdden agzını burnunu kırıcam turkcell.,2
1971,lazım :)) acun'a milyon $ verecez diye faturada bize döşüyor turkcell :),2
1972,bu turkcell odenmemis faturaniz var smslerini erol koseye yazdiriyor herhalde full caps lock acik. ama bisey isteyince mulayim ve kucuk harf,2
1973,afedersin de turkcell cok kazik :d,2
1974,superonline duymadı ama sağır sultan duymuş olabilir :)),2
1975,"merhaba,ben sevgilinizden mesaj beklerken gelen turkcell mesaji,bana ettiginiz kufurleri biliyorum...",2
1976,mesajj atıp durmaa yeteerr!,2
1977,sırf bu uygulama mesajlarınız yüzünden bık-tım dedirttiniz. bravo.!,2
1978,ölmeden önce söylenen son sözler; (calisilan sirket turkcell)sayın patron arkadaşlarla birlikte topluca vodafone'a geçiyoruz (toplu katliam),2
1979,bir an evvel cevap bekliyoruz. biz burada hayatı sevdiklerimizle değil kimseyle paylaşamıyoruz.,2
1980,ekran jelatini turkcell'de 40 lira iken telefoncuda 5 lira. kazık kol boyu,2
1981,bu ay ki turkcell faturam yine katlanmış :) akordeon misali :d,2
1982,"reklam filmlerindeki ""dış ses""in, son yıllarda #rte tonlamasında konuştuğunu (kasımpaşalı stayla) fark eden bir ben değilim",2
1983,oğlum turkcell günlük 156 sms kime yeter lan el insaf. bırakta istediğimiz gibi kullanalım şunu. #turkcell,2
1984,bu sabah turkcel msj atmadı battı herhalde dıe dusundum ama yğunukdan gecikti herhald merak ediyoruz turkcell bu kadar bekletme sabahları.,2
1985,bu gün trkcll time gittim. win. mobile kullandığım için wap ayarları manuel olarak kendim yapamadım. koskoca trkcll timde yapamadı,2
1986,sn turkcell eski bir müşteri olarak her ay bana çok güzel geçiriyosunuz bu geçen ay 139.ytl ödedim bu ay 206 fatura yollamışız:))),2
1987,"niye sadece 6 ay  faturali hat kullananlara iphone 4s kampanyasi yapiyosunuz? bugune bugun daha eksiye dusmedim, istisna istiyorum",2
1988,"sen ne zaman bu milleti aptal degilde, abdal yerine koyacaksin!!!",2
1989,"hattim turkcel, yatagmda cekmiyo ama yatagmin 3 cm yaninda cekmiyor. hayatim boyunce bilgisayarim olmadi buna mahkumum.",2
1990,turkcell elinden gelse hattı çıkartıp tekrar taksak para alıcak :-)),2
1991,orospu cocugu turkcell ya online islem yapıcam sifremi göndermiyo,2
1992,lanet olasın turkcell dedim,2
1993,sanırım odamda ara sıra telim cekmıo. dakka bası kım aramıs gelıyo. turkcell iyice canımı sıkmaya basladın.,2
1994,"eğer ayın 26sında hala eline ulaşmayacaksa, 16sında geliyor diye reklam yapma turkcell.",2
1995,selam canım evde internetim berbat superonline iyi diye bunu seçtim saolsun oda attı kazzığını nasılsın?,2
1996,okulda turkcell'liler internete giremiyor. mit'ten falan şüphelenmeye başladık artık,2
1997,0 facebook kapanıyo sms 14 tl smsi olmayanlar facebooktan mesaj atamıcağı için sms yapmak zorunda olduğumuzu düşünmüştür kesin o.ç türksel,2
1998,#turkcell amacın ne olum sapığım oldun her gece her gece arayıp duruyosun ben de ciddi bi şekilde açıyorum efendim diye bi git allasen ya,2
1999,turkcell hizmet ekibi ne kadar yavaş çalışıyor öyle..,2
2000,#amk turkcell.,2
2001,vay alçak turkcell,2
2002,yok yani yolda kaldık gel lastik değiş desek anlarız da zor iş bu çok basit yani turkcell seni mahvetmiş adamım,2
2003,i̇nternet paketim var turkcel hala kontor alio benden!!,2
